S.No,text,Label
813,Note this point.. minorities kabatti vadileyandi... Ranakeeyanakula ilanti appeasements Valle ivaala minorities jaripe dhamana Kanda lo majority people Bali avtunnaru..,hate
814,absconding ....nayeem and madhav reddy relation gurinchi prathi mata fake cheputhunnadu... telusu kani abadham  cheputhunnadu...,hate
815,"Paritala nu nuvve sampinavu raa nennu gaali, vaana devudu sampeedu",hate
816,"Assaminchani suryudu ma paritala ravanna, champi chindhi nuvu nikodukey, andukey ni maranam uhathitham.",hate
817,Niku sambhamdam leda anduke ni shavam kuda dorakakunda chesadu god,hate
818,Mahanu baava ela kannavayya ee Basmasurani,hate
819,"Arey ysr garu Mee కిరాతక కుమారుడు jaggu హస్తం 100 పర్సెంట్ ఉంది. సీన్ అయిపోయింది immediately Bangalore jump అండ్ అక్కడ సెక్యూరిటీ  సిబ్బంది హడావిడి కూడా జరిగింది అంతా afternoon 2-30 pm to 4-45pm Kalla bellary nundi escape ani telusu. Akkada aa హడావిడి situation lo కొందరు  jaggu body guards and securities హఠాత్తుగా , కంగారుగా అక్కడి ట్రాఫిక్ లో struck aie , chala problem tho duty ki reach అయ్యారంట.",hate
820,Evaru adigaruu raaaaaaaa ninnu,hate
821,పరిటాల రవి అన్న పేరు వింటేనే ఏదో తెలియని  పులకరింత మన శరీరం లో....జయహో పరిటాల...... మనిషి పుట్టుక 100 సంవత్సరము   లు అవసరం లేదు....అన్న లా ఒక్క రోజు చాలు..,non-hate
822,విలువలు తెలిసిన మనిషి విలువైన మనిషి ...,non-hate
823,Rayalaseema simham paritala Ravi telugurashtrala devudu NTR but family members of both have utterly failed to carry the legacy of these both in their respective range and categories,hate
824,అనంతపురం లో పుట్టినందుకు గర్వంగా వుంది నాది తాడిపత్రి నియోజకవర్గం శ్రీరామ్ అన్నకు ఓటు వేసే అవకాశం లేనందుకు బాధగా వుంది. జై పరిటాల,non-hate
825,పరుచూరి గోపాల కృష్ణ గారి కి నమస్తే మిమ్ములను మొదటిసారి భార్గవ రాముడి సినిమాలో చూసాను సూపర్ వెరైటీ యాక్షన్ సార్,non-hate
826,పరిటాల శ్రీరాములు భూస్వాములు భూములు పేదలకు ఇచ్చేయాలి అని బలవంతం చెయ్యటం తప్పు సర్ డబ్బెవరికి చేదు ఇస్తే నీ భూములు ఇచ్చుకో అంతేగాని బలవంతం గా లాక్కోవాలి అనుకోవటం తప్పు అందుకే చచ్చాడు ...ఇక పరిటాల రవి ఒక రౌడీ అలాటివాడి గురించి మీరు చెప్పటం అంటే కులగజ్జి కాకా ఏమిటి ది సర్ బుజం మీద కమ్యూనిస్ట్ కండువా వేసుకుని కాస్ట్ ఫీలింగ్ చూపిస్తున్నారు పరిటాల రవి అనేవాడు కూడా కమ్యూనిస్ట్ రూపం లో ఉన్న ఒక రౌడీ అంటే నయీమ్ కి పరిటాల రవి కి తేడా ఏమి ,hate
827,Johar ravanna Ilanti lavada politics ki meelanti powerful leaders asalu unte ... Okkokadu darilo undevadu,hate
828,Bro mee ANCHOING chala chal chala decent gaa untundhi,non-hate
829,నీకు అసమంటి అన్న తమ్ముడు ఉండటం చాలా చాలా అదృష్టవంతుడివి అన్న.,non-hate
830,Ravi anna oudi ounte nani vamsi anil kumar ambanti lanti vaalu noru lepevaru kaademo,hate
831,దేనివల్లనష్టపోయడంటే(ఆరెంజ్ )సినిమావల్ల తరువాతపవన్కళ్యాణ్ save చేసాడు,non-hate
832,mohan babu oppukunna oppukokapoyina chiranjeevi peddankanni vachchina gouravam m taggipodu,hate
833,చిరంజీవి గారు  ఇష్టం లేనప్పుడు  ఆయనతో  ఎందుకు వాయ్స్  ఓవర్ ఎందుకు చేయుంచుకున్నారు మీ సినిమాలో.,hate
834,Maa nagababu Garu is great person devudu eppudu meethone vuntaru sir,non-hate
835,Chala baga cheparu . nagababu sir help chesena chepukoru .meru brothers kosam baga cheparu,non-hate
836,"Rajakeeyam lo nenu miku full opposite kani, miru mee brothers gurinchi chepthunte na kallu chemarchayi nagababu garu, really love you",non-hate
837,రాజకీయాలు ఏమో గాన)ఇలాగే ఎప్పుడూ  వు౦డాలని ఆసిస్తున్నా,non-hate
838,వాళ్ళు వాళ్ళు బానే వుంటారు మధ్యలో ఫాన్స్ చావకండి రా మీ అమ్మ నాన్న కోసం చావండి ok,non-hate
839,RK Garu neku interview cheyadam rakapoty miskuni veray vallaku chance evvandi niku respect evvadam teledu,hate
840,Papam suri ki chala badha vundemo anduke ane sarlu attack chesadu,hate
841,Sethamma vakitlo serimalle chettu  nenu 9th  lo unnappudu vachindhi nen 9times chusna ade the best  movie Nadi,non-hate
842,Anduke meeku devudu jabardasth show iccharu varun tej ki anni hits iccharu,non-hate
843,Orange movie Epatiki chusina kothaga untadhi ....ndhuko thelidhu i love to watch dat movie,non-hate
844,Guruvu garini kalavalekapoyanu ane Chinna baada kakapothe Aayana puttina roje Nenu puttanu naku adoka santhosham Dasari garu vunte ey MAA Elections Kani kotha talent vunnavalani kani Gurthinchi Avakaasham ichevaalu,non-hate
845,Guruji meeku evvaru saatiraaru Johar Dasari gaaru,non-hate
846,Dnr sampadinchalani anukunte today ciniema field lo ewaru sariporu mahanubavudu daring man,non-hate
847,"Manchi manasu, havabhavalu  ela kavalante  ala palikinche, kalamathalli  mudhuu  bidaalu druvatharalu nela  ralaru andhulo  oka mudhuu bidaa  dhasari  garu",non-hate
848,Cinima vallu mottam e  episode chusi aena buddi techukondi tickets rates vishayam lo,hate
849,DNR still old school...  Kalam tho Marakapote evaru aina kala gharbham lo kalisipotaru.,hate
850,Na guruv gariki padabhi vandananalu,non-hate
851,ఒరేయ్ రాధాకృష్ణ ముందు ఎవరిని అయినా ఏ ఊరు ఎక్కడినుండి వచ్చారు అడిగాలి రా,hate
852,Ni bondha ra  NTR records badhalu kottava..!?,hate
853,Marri nevvu am I pekavu,hate
854,దాసరి నారాయణ అనే టైటిల్ ఏంటి ఆర్కే దాసరి నారాయణ రావు అని టైటిల్ పెట్టు ఇక్కడ కూడా నీ బుద్ధి చూపిస్తున్నావు,hate
